id,district,code,party,first_name,last_name,first_elected,election_type,birth_year,gender,race_ethnicity,religion,lgbtq,seat_status2016,votepercent_president2016_democrat,votepercent_president2016_republican,2012votepercent_president_democrat,2012votepercent_president_republican,2008votepercent_president_democrat,2008votepercent_president_republican,rvotepercent_house_democrat,rvotepercent_house_republican,2014votepercent_house_democrat,2014votepercent_house_republican,2012two_party_dem,2012two_party_rep,acs_population_adult_white,acs_population_adult_black,acs_population_adult_latino,acs_population_adult_asianpacificislander,acs_population_adult_native,acs_population_adult_other,census_population2010_adult_white,census_population2010_adult_black,census_population2010_adult_latino,census_population2010_adult_asianpacificislander,census_population2010_adult_native,census_population2010_adult_other,acs_bachelordegree_age25plus,acs_ba_rank,acs_ba_white,acs_ba_white_rank,acs_medianincome,acs_medianincome_rank,noncollege_white_share,sort,tvotetotal_president,qvote_president_democrat,qvote_president_republican,2012votetotal_president,2012vote_pesident_democrat,2012vote_president_republican,2008votetotal_president,2008vote_president_democrat,2008vote_president_republican,2016votetotal_house,2016vote_house_democrat,2016vote_house_republican,2016vote_house_other,2014vote_total_house,2014vote_house_democrat,2014vote_house_republican,2014vote_house_other,2012house2_party_dem,2012house2_party_rep,acs_population_total,acs_population_white,acs_population_black,acs_population_latino,acs_population_asianpacificislander,acs_population_nativeamerican,acs_population_other,acs_votingagepopulation_total,acs_votingagepopulation_white,acs_votingagepopulation_black,acs_votingagepopulation_latino,acs_votingagepopulation_asianpacificislander,acs_votingagepopulation_nativeamerican,acs_votingagepopulation_other,census_totalpopulation,census_totalpopulation_white,census_totalpopulation_black,census_totalpopulation_latino,census_totalpopulation_asianpacificislander,census_totalpopulation_nativeamerican,census_totalpopulation_other,census_votingagepopulation_total,census_votingagepopulation_white,census_votingagepopulation_black,census_votingagepopulation_latino,census_votingagepopulation_asianpacificislander,census_votingagepopulation_nativeamerican,census_votingagepopulation_other
132,Idaho 2nd,ID-02,Republican,Mike,Simpson,1998,Normal,1950,Man,White - Non-Hispanic,Christian - Mormon,No,Re-elected,29.8,54.5,33.1,64.1,37.1,60.5,29.4,62.9,38.6,61.4,34.8,65.2,88.1,0.6,7.6,1.1,1.1,1.4,85.4,0.6,10.1,1.6,1.1,1.2 ,30.1 ,200 ,32.5 ,228 ,51294,283,59.4,132,330594,98481,180021,324016,107142,207831,325176,120515,196739,326237,95940,205292,25005,214293,82801,131492,0,110847,207412,762650,643290,5420,82725,7890,8130,15195,549370,484130,3395,41955,6055,6155,7685,783479,647796,5520,97229,11603,8433,12898,567080,484317,3534,57447,8857,5962,6963
133,Illinois 1st,IL-01,Democratic,Bobby,Rush,1992,Normal,1946,Man,Black - African-American,Christian - Protestant,No,Re-elected,75.4,21.4,78.9,20.2,80.9,18.6,74.1,25.9,73.1,26.9,73.8,26.2,38.0,53.0,6.4,1.3,0.2,1.1,37.4,52.1,7.4,2.0,0.1,1.0 ,28.9 ,221 ,35.9 ,184 ,50523,304,24.3,133,326175,245908,69956,332726,262668,67367,356028,288077,66262,315862,234037,81817,8,222017,162268,59749,0,236854,83989,684775,247835,361130,56655,8240,980,9935,521970,198255,276850,33560,6935,845,5525,712495,252627,374360,62637,12744,977,9150,533507,199662,277796,39223,10511,725,5590
134,Illinois 2nd,IL-02,Democratic,Robin,Kelly,2013,Special,1956,Woman,Black - African-American,Christian - Nondenominational,No,Re-elected,78.0,19.1,80.7,18.5,81.1,18.3,79.8,20.2,78.5,21.4,73.2,26.8,33.0,56.6,8.8,0.6,0.1,1.0,33.4,53.5,11.1,0.7,0.2,1.1 ,23.3 ,326 ,25.0 ,350 ,48417,334,24.7,134,303622,236726,58024,311173,251147,57674,332652,269943,60734,294522,235051,59471,0,204266,160337,43799,130,188303,69115,679700,199960,390680,75735,3685,625,9025,508975,167750,287930,44660,2905,560,5165,713236,210988,394458,91093,4813,1090,10794,522175,174661,279233,57885,3840,803,5753
135,Illinois 3rd,IL-03,Democratic,Dan,Lipinski,2004,Normal,1966,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,55.2,39.9,55.9,42.6,58.4,40.5,100,0,64.6,35.4,68.5,31.5,68.2,5.4,22.3,3.3,0.0,0.7,66.4,4.6,24.4,3.7,0.1,0.8 ,26.9 ,256 ,32.1 ,236 ,66270,127,46.3,135,284970,157383,113779,256893,143676,109396,273174,159475,110701,225411,225320,0,91,180855,116764,64091,0,168738,77653,647710,404900,33615,181675,20420,370,6725,474230,323525,25810,105875,15430,230,3355,712113,442966,33004,202543,25408,700,7492,530768,352468,24196,129692,19738,524,4150
136,Illinois 4th,IL-04,Democratic,Luis,Gutiérrez,1992,Normal,1953,Man,Hispanic - Puerto Rican,Christian - Roman Catholic,No,Re-elected,82.1,13.2,80.9,17.1,80.5,18.2,100,0,78.1,21.9,83.0,17.0,33.2,5.4,56.2,3.9,0.2,1.1,26.2,3.9,65.8,3.1,0.1,0.8 ,24.5 ,304 ,52.8 ,47 ,51383,282,15.6,136,209931,172374,27807,169434,137065,28899,180051,144949,32767,171297,171297,0,0,101944,79666,22278,0,133226,27279,544910,140045,27055,353855,17135,685,6140,364960,121345,19705,205055,14350,600,3910,714974,153066,28121,507444,18802,796,6745,509233,133575,19903,335187,15680,630,4258
137,Illinois 5th,IL-05,Democratic,Mike,Quigley,2008,Normal,1959,Man,White - Non-Hispanic,Christian - Protestant,No,Re-elected,70.5,23.9,66.0,31.8,69.9,28.8,67.8,27.5,63.2,30.6,69.7,30.3,74.5,2.9,15.0,6.0,0.1,1.5,73.3,2.5,16.1,6.7,0.1,1.3 ,54.7 ,15 ,60.2 ,26 ,80269,49,29.6,137,326036,229937,78069,285239,188324,90747,307613,214869,88466,313724,212842,86222,14660,184019,116364,56350,11305,177729,77289,662430,470810,18040,120270,38930,700,13685,530135,394810,15410,79620,31640,650,8005,712744,500737,18191,133545,46674,1038,12559,582376,426788,14631,93619,38750,839,7749
138,Illinois 6th,IL-06,Republican,Peter,Roskam,2006,Normal,1961,Man,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,50.2,43.2,45.1,53.3,51.3,47.3,40.8,59.2,32.9,67.1,40.8,59.2,84.1,2.4,6.0,6.7,0.0,0.8,81.6,2.3,7.4,7.7,0.1,0.9 ,52.2 ,22 ,53.4 ,42 ,97387,18,39.2,138,353766,177578,152909,336936,151937,179606,349055,179195,165272,352146,143591,208555,0,238752,78465,160287,0,132991,193138,682045,550310,17115,55170,48925,275,10255,511440,430035,12105,30440,34500,225,4135,713102,566319,17544,62309,55511,656,10763,531232,433579,12097,39493,40783,486,4794
139,Illinois 7th,IL-07,Democratic,Danny,Davis,1996,Normal,1941,Man,Black - African-American,Christian - Baptist,No,Re-elected,87.4,9.2,87.2,11.8,89.4,9.9,84.2,15.8,85.1,14.9,88.5,11.5,32.5,51.5,9.5,5.2,0.1,1.2,30.4,50.0,11.5,6.7,0.1,1.3 ,40.7 ,76 ,73.7 ,4 ,54147,240,8.5,139,310159,271100,28580,302887,264185,35713,317655,284117,31528,297466,250584,46882,0,182278,155110,27168,0,242439,31466,671275,191080,355630,81035,32150,720,10660,518535,168680,266930,49315,26935,600,6070,713505,187438,379266,93446,41349,984,11022,551986,167727,276123,63601,36733,778,7024
140,Illinois 8th,IL-08,Democratic,Raja,Krishnamoorthi,2016,Normal,1973,Man,Asian - Indian,Hindu,No,Open - Ran for Senate and won,58.1,36.4,57.4,40.9,61.5,37.1,58.3,41.7,55.7,44.3,54.7,45.3,67.6,4.9,15.6,10.9,0.1,1.0,60.6,4.0,22.1,12.0,0.1,1.1 ,32.6 ,162 ,34.8 ,192 ,67745,116,43.9,140,255064,148233,92926,232123,133206,95031,245234,150851,91057,248571,144954,103617,0,151056,84178,66878,0,123206,101860,607320,361585,31580,137185,66520,595,9850,442875,299270,21650,68885,48410,455,4215,713275,394154,32457,189016,84946,934,11768,535959,324592,21672,118611,64345,620,6119
141,Illinois 9th,IL-09,Democratic,Jan,Schakowsky,1998,Normal,1944,Woman,White - Non-Hispanic,Jewish,No,Re-elected,70.1,24.9,65.0,33.3,68.6,30.3,66.5,33.5,66.1,33.9,66.3,33.7,72.1,8.6,7.4,10.3,0.1,1.5,68.0,8.5,9.6,12.1,0.1,1.7 ,53.2 ,21 ,58.2 ,30 ,67084,121,30.1,141,339587,238096,84456,308492,200656,102689,324117,222256,98111,326948,217306,109550,92,213450,141000,72384,66,194869,98924,640635,442585,56210,59730,67315,850,13945,500830,361025,43040,37090,51590,740,7350,712631,468954,62213,78762,85469,981,16252,564386,383724,47909,54193,68137,764,9659
142,Illinois 10th,IL-10,Democratic,Brad,Schneider,2016,Normal,1961,Man,White - Non-Hispanic,Jewish,No,Defeated,62.0,32.6,57.5,41.1,63.0,35.9,52.6,47.4,48.7,51.3,50.6,49.4,71.2,7.2,12.2,7.8,0.2,1.4,64.9,6.3,18.1,9.3,0.1,1.3 ,44.1 ,50 ,51.2 ,55 ,74971,70,34.7,142,288303,178857,94108,273616,157397,112555,287009,180786,103178,285996,150435,135535,26,187128,91136,95992,0,133890,130564,627430,406955,45690,111345,49660,900,12875,456465,325110,32970,55720,35665,755,6245,712264,433867,46852,152652,64843,1002,13048,525064,341009,32881,95020,48732,721,6701
143,Illinois 11th,IL-11,Democratic,Bill,Foster,2012,"Special 2008, 2010",1955,Man,White - Non-Hispanic,Unknown,No,Re-elected,58.9,35.4,57.8,40.6,61.8,37.7,60.4,39.6,53.5,46.5,58.6,41.4,64.4,11.9,16.1,6.0,0.1,1.5,59.8,10.4,21.8,6.8,0.1,1.0 ,36.0 ,119 ,42.5 ,119 ,72198,80,37.0,143,279620,164632,99104,263345,152265,107028,273024,168654,102909,275573,166578,108995,0,174772,93436,81335,1,148928,105348,647495,373260,76605,142070,39930,615,15010,460610,296770,54875,74105,27470,450,6940,711647,390596,77737,182106,48032,842,12334,508627,304278,52877,111090,34511,598,5273
144,Illinois 12th,IL-12,Republican,Mike,Bost,2014,Normal,1960,Man,White - Non-Hispanic,Christian - Southern Baptist,No,Re-elected,40.2,55.0,49.7,48.1,54.7,43.6,39.7,54.3,41.9,52.5,54.7,45.3,79.8,15.8,2.2,0.8,0.2,1.1,79.7,15.5,2.4,1.1,0.2,1.0 ,24.0 ,308 ,25.0 ,350 ,47430,347,59.8,144,315846,126817,173693,310294,154346,149339,327336,179180,142724,313002,124246,169976,18780,209738,87860,110038,11840,157000,129902,694380,537335,116745,19495,5835,1155,13820,537815,429345,85060,11990,4350,1040,6025,712791,550069,120416,20708,7333,1592,12673,547710,436641,84898,13357,5810,1297,5707
145,Illinois 13th,IL-13,Republican,Rodney,Davis,2012,Normal,1970,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,44.2,49.7,48.6,48.9,54.6,43.6,40.3,59.7,41.3,58.7,49.8,50.2,83.9,10.1,2.4,1.9,0.2,1.5,83.5,9.1,2.5,3.5,0.2,1.2 ,30.2 ,197 ,30.1 ,270 ,49758,318,58.6,145,319979,141541,159013,301088,146442,147377,320653,175215,139650,314394,126811,187583,0,210272,86935,123337,0,136032,137034,687140,558215,77330,20045,13535,1255,16765,543100,455500,54875,12960,10320,1065,8375,710999,577477,73967,20798,23112,1320,14325,561827,469043,50983,14323,19746,1076,6656
146,Illinois 14th,IL-14,Republican,Randy,Hultgren,2010,Normal,1966,Man,White - Non-Hispanic,Christian - Evangelical Protestant,No,Re-elected,44.8,48.7,44.2,54.2,50.0,47.6,40.7,59.3,34.6,65.4,41.2,58.8,85.4,3.1,7.1,3.4,0.1,0.8,83.5,2.4,9.4,3.8,0.1,0.8 ,42.1 ,63 ,43.1 ,110 ,90345,29,48.6,146,343417,153989,167348,316591,139858,171582,326086,163089,155194,338097,137589,200508,0,222230,76861,145369,0,124351,177603,695550,569680,21955,67265,25840,545,10265,505470,431825,15775,36120,17070,505,4175,711895,574230,18814,80049,28205,898,9699,508613,424746,12216,47669,19479,640,3863
147,Illinois 15th,IL-15,Republican,John,Shimkus,1996,Normal,1958,Man,White - Non-Hispanic,Christian - Lutheran,No,Re-elected,24.5,70.7,34.1,63.9,42.8,55.4,0,100,25.1,74.9,31.4,68.6,92.8,4.2,1.7,0.4,0.2,0.8,92.8,3.9,1.9,0.5,0.2,0.7 ,20.2 ,386 ,20.6 ,412 ,49927,314,73.6,147,320442,78574,226605,308463,105065,197243,325930,139536,180694,274554,0,274554,0,221926,55652,166274,0,94162,205775,696530,637670,29725,15670,3280,1190,8995,539210,500350,22555,9000,2290,950,4065,713428,655000,28591,16305,3849,1374,8309,550135,510625,21249,10318,2967,1109,3867
148,Illinois 16th,IL-16,Republican,Adam,Kinzinger,2010,Normal,1978,Man,White - Non-Hispanic,Christian - Protestant,No,Re-elected,38.3,55.5,45.2,52.9,50.1,48.2,0,100,29.4,70.6,38.2,61.8,89.1,3.5,5.2,1.0,0.1,0.9,88.0,3.2,6.5,1.4,0.2,0.7 ,22.2 ,348 ,22.5 ,396 ,57182,204,69.0,148,311988,119542,173093,303685,137165,160606,322096,161286,155210,259853,0,259722,131,217198,63810,153388,0,112301,181789,682605,587735,25520,51025,7110,840,10375,524970,467940,18615,27460,5390,585,4975,713876,610941,23431,59684,9694,1071,9055,544420,479292,17295,35635,7422,818,3958
149,Illinois 17th,IL-17,Democratic,Cheri,Bustos,2012,Normal,1961,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,46.7,47.4,57.6,40.6,60.0,38.5,60.3,39.7,55.5,44.5,53.3,46.7,82.6,10.1,5.2,0.8,0.2,1.1,81.7,9.6,6.4,1.0,0.2,1.1 ,18.7 ,402 ,20.5 ,414 ,45360,366,65.6,149,287103,133999,136017,294701,169702,119753,309647,185705,119094,287068,173125,113943,0,199361,110560,88785,16,153519,134623,677305,530455,76230,49775,6020,1115,13705,520405,429875,52705,27200,4180,930,5515,712708,554098,77951,57761,7493,1433,13972,545747,445791,52482,34935,5651,1154,5734
150,Illinois 18th,IL-18,Republican,Darin,LaHood,2015,Special,1968,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,33.3,60.6,37.4,60.7,44.1,54.4,27.9,72.1,25.3,74.7,25.8,74.2,92.2,3.6,1.8,1.2,0.1,1.0,91.7,3.4,1.9,2.0,0.2,0.8 ,31.7 ,170 ,31.0 ,250 ,60857,174,63.6,150,347134,115442,210529,334302,125036,202785,345204,152164,187626,347283,96770,250506,7,246740,62377,184363,0,85164,244467,698930,634030,25240,16070,10600,1015,11980,541480,499385,19625,9955,6365,720,5430,712949,644226,25551,16720,15286,1161,10005,547688,502334,18770,10546,10975,864,4199
151,Indiana 1st,IN-01,Democratic,Pete,Visclosky,1984,Normal,1949,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,54.1,41.5,61.2,37.4,63.3,35.8,81.5,0,60.8,35.8,67.3,32.7,68.2,18.4,11.5,0.8,0.2,0.9,67.8,18.2,11.7,1.2,0.2,0.9 ,22.6 ,343 ,25.8 ,338 ,56370,216,50.5,151,300283,162358,124638,297470,182021,111217,307118,194518,109940,254583,207515,0,47068,142293,86579,51000,4714,187743,91291,698475,449370,135370,95845,6120,1420,10360,528740,360550,97175,60890,4435,1080,4620,719572,459201,140935,99421,8425,1438,10152,539744,365848,98416,63019,6532,1068,4861
152,Indiana 2nd,IN-02,Republican,Jackie,Walorski,2012,Normal,1963,Woman,White - Non-Hispanic,Christian - Evangelical Protestant,No,Re-elected,36.1,59.3,42.1,56.1,49.6,49.3,36.9,59.3,38.3,58.9,49.3,50.7,87.3,6.2,4.2,0.8,0.3,1.1,85.2,6.0,6.3,1.1,0.3,1.0 ,20.8 ,373 ,22.1 ,399 ,51292,285,67.9,152,275928,99496,163527,276012,116324,154841,293830,145652,144955,277357,102401,164355,10601,145200,55590,85583,4027,130113,134033,695045,578875,47185,47445,5965,2080,13490,516955,451255,32080,21875,4250,1780,5705,721243,590503,47848,59526,8058,2138,13170,536097,456670,32369,34000,6065,1609,5384
153,Indiana 3rd,IN-03,Republican,Jim,Banks,2016,Normal,1979,Man,White - Non-Hispanic,Christian - Protestant,No,Open - Ran for Senate and lost in primary,30.1,65.1,35.7,62.5,43.0,56.0,23.0,70.1,26.7,65.8,33.0,67.0,88.9,5.6,3.0,1.1,0.2,1.2,87.8,5.4,4.2,1.4,0.3,0.9 ,22.9 ,334 ,23.8 ,376 ,51453,280,67.7,153,291173,87697,189573,287231,102534,179628,294424,126595,164895,287247,66023,201396,19828,148793,39771,97892,11130,92363,187872,715145,614720,42930,33095,9110,1090,14200,526585,468070,29520,16050,5740,865,6345,720169,613567,42520,38919,11518,1773,11872,526624,462130,28444,22235,7612,1329,4874
154,Indiana 4th,IN-04,Republican,Todd,Rokita,2010,Normal,1970,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,30.2,64.3,36.9,60.9,44.6,54.2,30.5,64.6,33.1,66.9,35.5,64.5,91.6,3.4,2.8,1.2,0.2,0.8,89.5,2.9,4.1,2.4,0.2,0.9 ,26.0 ,275 ,26.6 ,320 ,53996,242,67.1,154,302370,91264,194402,279662,103103,170245,300714,134036,162956,299434,91256,193412,14766,142054,47056,94998,0,93015,168688,713020,635550,26065,31425,9035,1240,9705,543065,497255,18635,15380,6290,1165,4350,720466,632668,22272,37835,16067,1471,10153,546655,489418,15709,22492,13226,1143,4667
155,Indiana 5th,IN-05,Republican,Susan,Brooks,2012,Normal,1960,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,41.3,53.1,40.7,57.5,46.6,52.6,34.3,61.5,30.8,65.2,39.2,60.8,86.4,8.1,2.3,2.0,0.1,1.1,85.0,7.8,3.4,2.6,0.2,1.0 ,45.0 ,43 ,45.9 ,87 ,67461,117,46.7,155,363584,150081,192998,342165,139300,196744,342865,159614,180400,361135,123849,221957,15329,161440,49756,105277,6407,125347,194570,727335,610690,59070,24415,16450,845,15865,545740,471435,44000,12535,10775,715,6270,719224,595709,58522,30396,19889,1269,13439,535579,455116,41728,18438,14004,986,5307
156,Indiana 6th,IN-06,Republican,Luke,Messer,2012,Normal,1969,Man,White - Non-Hispanic,Christian - Presbyterian,No,Re-elected,27.4,67.7,37.3,60.4,43.6,55.0,26.7,69.1,29.3,65.9,37.3,62.7,94.6,2.3,1.4,0.5,0.2,1.1,93.9,2.4,1.8,0.9,0.2,0.8 ,20.7 ,375 ,20.2 ,417 ,51033,288,75.4,156,301524,82498,204129,285361,106371,172456,305271,133163,167842,296385,79135,204920,12330,155071,45509,102187,7375,96678,162613,706690,659455,17310,13950,4115,1320,10540,545480,515825,12780,7415,2560,1060,5840,720728,668898,17551,16804,6567,1307,9601,548538,515269,12954,9915,4957,1034,4409
157,Indiana 7th,IN-07,Democratic,André,Carson,2008,Special,1974,Man,Black - African-American,Muslim,No,Re-elected,59.0,36.2,62.9,35.3,66.3,32.8,60.0,35.7,54.7,41.8,62.9,37.1,63.7,29.4,3.8,1.2,0.3,1.7,61.5,26.7,8.1,1.9,0.3,1.4 ,23.5 ,321 ,29.4 ,278 ,41429,402,44.9,157,264325,156015,95625,262188,164902,92674,279737,185588,91870,264670,158739,94456,11475,112261,61443,46887,3931,162122,95828,696285,402990,214500,49525,9500,1935,17835,508400,323890,149455,19215,5890,1435,8510,720893,410849,205537,71318,13679,1691,17819,533492,328278,142583,43356,10385,1345,7545
158,Indiana 8th,IN-08,Republican,Larry,Bucshon,2010,Normal,1962,Man,White - Non-Hispanic,Christian - Lutheran,No,Re-elected,30.9,64.6,39.6,58.4,48.1,50.6,31.7,63.7,35.8,60.3,44.6,55.4,92.9,3.9,1.3,0.6,0.2,1.0,92.7,3.9,1.6,0.8,0.2,0.8 ,21.3 ,363 ,21.5 ,404 ,50261,305,72.9,158,300621,92844,194208,294054,116465,171648,309712,149097,156720,294713,93356,187702,13655,171315,61384,103344,6587,123741,153765,713350,653000,28350,13125,4750,1225,12900,551310,512440,21630,7075,3365,1055,5745,721206,659549,28639,14792,6226,1524,10476,554038,513492,21414,8997,4623,1203,4309
159,Indiana 9th,IN-09,Republican,Trey,Hollingsworth,2016,Normal,1983,Man,White - Non-Hispanic,Christian - Protestant,No,Open - Ran for Senate and won,34.2,61.1,40.7,57.2,46.2,52.7,40.5,54.1,33.7,62.2,44.6,55.4,93.4,2.6,1.7,1.0,0.2,1.1,92.1,2.4,2.3,1.9,0.2,1.0 ,26.3 ,270 ,26.3 ,328 ,55078,230,68.8,159,324475,110835,198106,303390,123436,173433,315274,145776,166069,322843,130627,174791,17425,163387,55016,101594,6777,132848,165332,720475,661215,19360,17760,8255,1635,12245,558280,521295,14315,9470,5740,1190,6265,720301,655509,18316,20696,12868,1554,11358,554737,511111,13388,12917,10502,1231,5588
160,Iowa 1st,IA-01,Republican,Rod,Blum,2014,Normal,1955,Man,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,45.2,48.7,56.2,42.5,58.5,40.4,46.1,53.7,48.8,51.1,57.8,42.2,93.3,2.8,1.9,0.9,0.3,0.9,92.6,2.7,2.5,1.1,0.3,0.7 ,27.1 ,253 ,27.1 ,312 ,57402,200,68.0,160,390934,176535,190410,401501,225585,170753,388667,227310,156980,384977,177403,206903,671,289306,141145,147762,399,222422,162465,753345,684100,25170,22090,7305,2320,12360,578335,539380,16450,10750,5030,1730,4995,761548,689523,24450,24970,9042,2447,11116,581256,538410,15917,14320,6621,1726,4262
161,Iowa 2nd,IA-02,Democratic,Dave,Loebsack,2006,Normal,1952,Man,White - Non-Hispanic,Christian - Methodist,No,Re-elected,45.0,49.1,55.8,42.7,57.1,41.6,53.7,46.2,52.5,47.4,56.7,43.3,91.2,3.1,3.3,1.1,0.2,1.1,90.3,2.8,3.8,2.0,0.2,0.9 ,28.5 ,227 ,28.7 ,290 ,52150,265,65.0,161,379959,170796,186384,394310,219946,168534,384369,219565,159959,370032,198571,170933,528,273329,143431,129455,443,211863,161977,752465,666325,27895,34660,9030,1385,13175,577685,526765,18110,19310,6070,1210,6220,761624,671512,25097,36511,14845,1511,12148,584497,527905,16655,21953,11589,1166,5229
162,Iowa 3rd,IA-03,Republican,David,Young,2014,Normal,1968,Man,White - Non-Hispanic,Christian - Lutheran,No,Re-elected,45.0,48.5,51.4,47.2,52.4,46.3,39.7,53.4,42.2,52.8,45.5,54.5,90.5,3.3,3.3,1.7,0.2,1.0,88.6,3.3,4.7,2.3,0.2,0.9 ,33.1 ,158 ,34.5 ,194 ,62323,152,59.3,162,403191,181524,195740,395798,203622,186645,375933,197112,173967,390287,155002,208598,26687,282066,119109,148814,14143,168632,202000,770860,671900,28745,39010,14505,1590,15115,574135,519765,19065,18660,9625,1225,5800,761612,654386,28351,46515,18409,1729,12222,568128,503240,18482,26956,13181,1234,5035
163,Iowa 4th,IA-04,Republican,Steve,King,2002,Normal,1949,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,33.5,60.9,45.3,53.4,48.5,50.2,38.6,61.2,38.3,61.6,45.9,54.1,93.7,1.2,3.0,0.9,0.4,0.8,92.1,1.0,4.3,1.6,0.3,0.6 ,24.7 ,297 ,24.8 ,355 ,53335,249,70.5,163,379900,127401,231229,383129,173391,204685,381114,184953,191473,370259,142993,226719,547,275633,105504,169834,295,169470,200063,735425,668815,10205,36235,7435,3010,9725,564890,529550,6915,16880,4815,2330,4395,761571,685702,9008,43548,12098,2894,8321,584481,538420,6010,25108,9359,1912,3672
164,Kansas 1st,KS-01,Republican,Roger,Marshall,2016,Normal,1960,Man,White - Non-Hispanic,Christian - Nondenominational,No,Open - Lost Primary,24.3,69.3,27.6,70.1,31.0,67.2,0,65.9,32.0,68.0,0,100,86.0,3.0,8.1,1.0,0.5,1.4,83.0,2.7,11.1,1.6,0.4,1.1 ,23.9 ,311 ,26.1 ,331 ,48156,338,63.5,164,264764,64389,183448,263027,72699,184288,282699,87634,189890,257971,0,169992,87979,204161,65397,138764,0,0,211337,678245,551970,19695,81910,6950,2960,14765,506790,435965,14960,41160,5125,2410,7165,713394,565705,19788,101043,10692,3162,13004,536568,445393,14611,59726,8456,2353,6029
165,Kansas 2nd,KS-02,Republican,Lynn,Jenkins,2008,Normal,1963,Woman,White - Non-Hispanic,Christian - Methodist,No,Re-elected,37.4,55.8,42.2,55.4,45.3,52.8,32.6,60.9,38.6,57.0,40.7,59.3,86.9,4.4,4.2,0.8,1.2,2.5,86.5,4.5,4.4,1.4,1.5,1.8 ,29.2 ,216 ,30.2 ,269 ,51778,270,60.6,165,295657,110596,165000,294487,124370,163082,322079,145750,170059,297401,96840,181228,19333,225686,87153,128742,9791,113089,164618,699670,591510,30455,38585,5920,8895,24315,535285,465370,23360,22290,4435,6665,13170,712614,600203,32829,39907,9179,10829,19667,543270,469720,24346,24143,7446,7961,9654
166,Kansas 3rd,KS-03,Republican,Kevin,Yoder,2010,Normal,1976,Man,White - Non-Hispanic,Christian - Methodist,No,Re-elected,47.2,46.0,44.3,53.8,48.8,49.9,40.6,51.3,39.9,60.0,0,100,81.4,8.5,5.5,2.6,0.3,1.6,76.8,8.4,9.4,3.7,0.4,1.4 ,47.4 ,33 ,52.3 ,48 ,71562,84,38.8,166,341967,161479,157304,330486,146406,177886,346297,168907,172831,343113,139300,176022,27791,224280,89584,134493,203,0,201087,699810,538845,60270,60025,20360,2195,18115,510660,415755,43460,28270,13290,1620,8265,713788,525585,62159,80942,26960,2485,15657,522489,401428,43778,49214,19105,1857,7107
167,Kansas 4th,KS-04,Republican,Ron,Estes,2017,Special,1956,Man,White - Non-Hispanic,Christian - Presbyterian,No,Re-elected,33.0,60.2,36.1,61.6,39.5,58.6,29.6,60.7,33.3,66.7,33.7,66.3,81.5,6.5,6.8,2.4,0.9,1.9,79.3,6.4,8.6,3.1,0.9,1.7 ,29.5 ,212 ,32.0 ,237 ,52054,266,55.4,167,274547,90541,165266,267116,96433,164553,284727,112474,166876,275251,81495,166998,26758,208153,69396,138757,0,81770,161094,693660,534395,47280,68495,17230,5965,20290,509040,415115,32915,34430,12355,4555,9665,713265,539001,47921,78150,22114,6592,19487,523820,415608,33414,44859,16289,4825,8825
168,Kentucky 1st,KY-01,Republican,James,Comer,2016,Normal,1943,Man,White - Non-Hispanic,Christian - Southern Baptist,No,Vacant (Ed Whitfield) - Resigned After Retiring,23.9,72.4,32.1,66.4,36.9,61.6,27.3,72.6,26.9,73.1,30.4,69.6,90.1,6.9,1.5,0.4,0.2,0.9,89.9,6.5,2.0,0.5,0.2,0.0 ,15.7 ,421 ,16.1 ,432 ,40253,416,75.6,168,310299,74179,224657,296791,95273,197074,301253,111030,185529,299001,81710,216959,332,236618,63596,173022,0,87199,199956,715795,632460,49700,16590,3395,1470,12180,550435,495945,37835,8525,2175,1155,4795,723331,638962,49550,18499,4009,1476,544,554556,498650,36174,10893,3040,1192,179
169,Kentucky 2nd,KY-02,Republican,Brett,Guthrie,2008,Normal,1964,Man,White - Non-Hispanic,Christian - Restorationist,No,Re-elected,27.6,67.5,35.1,63.3,37.2,61.5,0,100,30.8,69.2,33.0,67.0,90.8,5.4,1.6,0.8,0.2,1.2,90.3,5.2,2.3,1.1,0.3,0.0 ,20.9 ,369 ,21.1 ,407 ,49960,313,71.6,169,324512,89563,219152,294280,103432,186207,299109,111139,183813,251825,0,251825,0,226834,69898,156936,0,89541,181508,728320,648795,38925,18225,5920,1650,14805,556310,505000,29865,9110,4210,1235,6885,724739,642527,38566,21050,8305,1752,805,548073,494678,28374,12467,6004,1388,270
